id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,broad_sector,net_profit_margin,operating_profit_margin,roe,ebit,roce,roa,debt_to_equity,interest_coverage,net_debt,asset_turnover,debt_free,high_leverage_flag
781,JINDALSTEL,2021,34579,23646,10933.0,31.62,313,2753,2414,6078,30.0,4267,36.0,0.0,1044,102.0,31713,29910,16116,77840,54349,1712,1156,20624,77840,Materials,12.339859452268719,31.61745568119379,13.411912619833414,8519.0,13.801539084649656,5.481757451181911,0.9401225836869401,4.084998183799492,28754,0.44423175745118193,No,False
782,JINDALSTEL,2022,51166,35650,15515.0,30.32,-1840,1888,2097,9690,30.0,6766,56.0,5.0,1045,101.0,35524,13502,27517,76644,45488,2538,470,28147,76644,Materials,13.223625063518742,30.322870656295198,18.992280701754385,13418.0,27.31288293606367,8.827827357653566,0.37900350877192984,7.243114406779661,13032,0.6675799801680496,No,False
783,JINDALSTEL,2023,53212,43270,9942.0,18.68,-539,1446,2691,5266,25.0,3974,31.0,6.0,1046,100.0,38606,13046,17674,69427,43542,7870,907,17108,69427,Materials,7.468240246560925,18.683755543862286,10.267142045160957,7251.0,14.011052712938628,5.723997868264508,0.3370536867669095,6.502766251728907,12139,0.7664453310671641,No,False
784,JINDALSTEL,2024,50354,40153,10202.0,20.26,156,1294,2822,6241,5.0,5943,58.0,3.0,1047,100.0,44216,16472,17888,78676,48384,9611,819,19862,78676,Materials,11.802438733764944,20.260555268697622,13.410506363390198,7380.0,12.14055405672172,7.553764807565204,0.3716941962270963,8.004636785162287,15653,0.6400172860847018,No,False
786,JIOFIN,2023,45,6,39.0,86.67,10,0,0,49,37.0,31,,0.0,1033,2.0,114118,743,66,114930,158,38,108141,6593,114930,Financials,68.88888888888889,86.66666666666667,0.027164388363126533,39.0,0.03395349242140637,0.0269729400504655,0.006510690501226779,,-107398,0.00039154267815191856,No,False
787,JIOFIN,2024,1855,296,1559.0,84.04,429,10,22,1956,18.0,1605,3.0,0.0,1034,6353.0,132794,0,5715,144863,172,3,133292,11395,144863,Financials,86.52291105121293,84.04312668463612,1.153456416595399,1537.0,1.104587235082323,1.1079433671814058,0.0,198.8,-133292,0.012805202156520298,Yes,False
789,JSWENERGY,2013,8870,6069,2801.0,31.58,9,963,662,1186,23.0,901,6.0,36.0,1020,1640.0,4564,10377,3798,20378,13925,977,955,4521,20378,Energy,10.15783540022548,31.578354002254795,14.522888459058672,2139.0,12.900307580966167,4.421434880753754,1.6726305609284333,2.917964693665628,9422,0.43527333398763374,No,False
790,JSWENERGY,2014,8648,5394,3255.0,37.64,-179,1206,810,1060,27.0,760,5.0,43.0,1021,1640.0,4931,10106,2567,19244,13635,615,888,4107,19244,Energy,8.788159111933396,37.638760407030524,11.565971693806118,2445.0,14.660910235653896,3.949282893369362,1.5379698676000608,2.5505804311774463,9218,0.4493868218665558,No,False
791,JSWENERGY,2015,9347,5723,3624.0,38.77,196,1137,790,1892,27.0,1358,8.0,24.0,1022,1640.0,5878,9294,2608,19420,13191,454,1619,4157,19420,Energy,14.528725794372527,38.7717984380015,18.063314711359403,2834.0,16.85700689983345,6.992790937178167,1.2362330407023145,3.3597185576077395,7675,0.48130792996910404,No,False
792,JSWENERGY,2016,9824,5796,4029.0,41.01,340,1498,854,2017,28.0,1460,9.0,22.0,1023,1627.0,8077,14862,3973,28539,20298,321,1012,6908,28539,Energy,14.861563517915311,41.01180781758957,15.045342126957955,3175.0,12.924367011316454,5.115806440309751,1.5315333882934872,2.916555407209613,13850,0.3442307018465959,No,False
793,JSWENERGY,2017,8263,4939,3324.0,40.23,221,1685,969,892,30.0,623,4.0,13.0,1024,1628.0,8741,14349,3672,28389,19491,531,1579,6789,28389,Energy,7.53963451530921,40.22752027108798,6.00829395312952,2355.0,9.527469860021037,2.194511958857304,1.3838364355289807,2.1038575667655786,12770,0.2910634400648138,No,False
794,JSWENERGY,2018,8049,5336,2713.0,33.71,47,1456,966,338,75.0,85,0.0,0.0,1025,1640.0,9470,11883,3728,26721,18877,294,2415,5135,26721,Energy,1.0560318051931916,33.70605044104858,0.7650765076507651,1747.0,7.597964597921106,0.3181018674450806,1.0695769576957697,1.8956043956043955,9468,0.30122375659593575,No,False
795,JSWENERGY,2019,9138,6283,2855.0,31.24,398,1192,1164,897,24.0,684,4.0,24.0,1026,1641.0,10181,10555,3549,25926,17825,400,2451,5251,25926,Energy,7.485226526592252,31.243160428977895,5.785823041786499,1691.0,7.556866425347455,2.6382781763480674,0.8928269328370834,2.7290268456375837,8104,0.3524647072436936,No,False
796,JSWENERGY,2020,8273,5316,2957.0,35.74,376,1051,1738,544,6.0,1081,7.0,15.0,1027,1642.0,10004,9840,3445,24931,16713,391,1854,5974,24931,Energy,13.066602199927473,35.74277771062492,9.282156963764383,1219.0,5.673461789071954,4.335967269664273,0.844925296239052,3.1712654614652713,7986,0.3318358669929004,No,False
797,JSWENERGY,2021,6922,4009,2913.0,42.08,248,896,1167,1099,25.0,823,5.0,41.0,1028,1642.0,12865,8371,3328,26207,15637,473,4052,6045,26207,Energy,11.889627275353943,42.08321294423577,5.67312331977666,1746.0,7.631785995279309,3.140382340596024,0.5770317777624595,3.5279017857142856,4319,0.2641279047582707,No,False
798,JSWENERGY,2022,8167,4596,3572.0,43.74,575,777,1131,2238,22.0,1743,11.0,19.0,1029,1640.0,15775,8943,4157,30514,14831,2091,6623,6970,30514,Energy,21.341986041386065,43.73699032692543,10.008613264427218,2441.0,9.260945443508612,5.71213213606869,0.5135228251507321,5.337194337194338,2320,0.2676476371501606,No,False
799,JSWENERGY,2023,10332,7050,3282.0,31.77,674,844,1169,1943,24.0,1480,9.0,22.0,1030,1641.0,16988,25051,4737,48417,25020,4788,6033,12576,48417,Energy,14.3244289585753,31.765389082462253,7.944602501476193,2113.0,4.837454212454213,3.0567775781233864,1.3447313328681088,4.687203791469194,19018,0.2133961211971002,No,False
800,JSWENERGY,2024,11486,6104,5382.0,46.86,472,2053,1633,2167,20.0,1725,10.0,19.0,1031,1641.0,19191,31573,5362,57767,28946,10285,7035,11501,57767,Energy,15.018283127285393,46.857043357130415,8.280529953917052,3749.0,7.15389752886175,2.98613395191026,1.5156009984639016,2.8514369215781783,24538,0.19883324389357246,No,False
802,JSWSTEEL,2013,38210,31698,6512.0,17.04,-307,1967,2237,1999,42.0,929,4.0,30.0,1007,284.0,16781,21625,18823,57513,34717,5898,1750,15148,57513,Materials,2.431300706621303,17.042658989793246,5.443891004980955,4275.0,11.049366761437064,1.6152869785961435,1.2672135950776442,3.1545500762582614,19875,0.6643715333924504,No,False
803,JSWSTEEL,2014,51220,42051,9169.0,17.9,-1630,3048,3183,1308,70.0,402,2.0,74.0,1008,303.0,20871,35527,20939,77640,47046,9400,663,20531,77640,Materials,0.7848496680983992,17.90121046466224,1.8985548313969962,5986.0,10.55713303116347,0.517774343122102,1.6778596391801266,2.4734251968503935,34864,0.6597114889232355,No,False
804,JSWSTEEL,2015,52972,43608,9364.0,17.68,103,3493,3434,2539,32.0,1722,7.0,19.0,1009,303.0,21987,38754,24610,85654,52176,8265,599,24613,85654,Materials,3.2507739938080498,17.677263459941102,7.7254374158815615,5930.0,9.71430443614442,2.010413991173792,1.7386271870794079,2.71027769825365,38155,0.6184416372848903,No,False
805,JSWSTEEL,2016,41546,35124,6422.0,15.46,-1966,3601,3323,-2468,-80.0,-481,-1.0,-67.0,1010,301.0,18665,42204,20737,81907,56140,7271,1195,17302,81907,Materials,-1.1577528522601455,15.457565108554375,-2.536117262469683,3099.0,5.06620892594409,-0.5872513948746749,2.225245175577349,1.237434046098306,41009,0.5072338139597348,No,False
806,JSWSTEEL,2017,55604,43296,12308.0,22.14,18,3768,3430,5128,33.0,3467,15.0,19.0,1011,301.0,22346,43334,22024,88005,58730,4363,1366,23546,88005,Materials,6.235162937918135,22.135098194374507,15.30887093213229,8878.0,13.455388672496627,3.939548889267655,1.9134543206605732,3.271231422505308,41968,0.6318277370603943,No,False
807,JSWSTEEL,2018,71933,57017,14916.0,20.74,-177,3701,3387,7651,20.0,6113,26.0,16.0,1012,302.0,27696,39393,24579,91970,57848,5950,1469,26703,91970,Materials,8.49818581179709,20.735962631893567,21.83370240731481,11529.0,17.107625647341635,6.646732630205501,1.4069933566683335,3.982437179140773,37924,0.7821354789605306,No,False
808,JSWSTEEL,2019,84757,65827,18930.0,22.33,196,3917,4041,11168,33.0,7524,32.0,16.0,1013,301.0,34494,47396,32606,114797,62644,11889,1894,38370,114797,Materials,8.877142890852673,22.334438453461072,21.623796522488863,14889.0,18.115122093659892,6.55417824507609,1.3621497341572064,4.882818483533316,45502,0.7383206878228525,No,False
809,JSWSTEEL,2020,73326,61513,11813.0,16.11,-289,4265,4246,3013,-30.0,3919,17.0,15.0,1014,301.0,36298,61423,33798,131820,62085,27191,1259,41285,131820,Materials,5.344625371628072,16.1102473883752,10.707942839968306,7567.0,7.719695578543592,2.9729934759520558,1.678269898084647,2.7019929660023445,60164,0.5562585343650432,No,False
810,JSWSTEEL,2021,79839,59661,20178.0,25.27,473,3957,4679,12015,34.0,7873,33.0,25.0,1015,302.0,46462,62392,39161,148317,64917,32566,8581,42253,148317,Materials,9.861095454602388,25.273362642317664,16.835600034214355,15499.0,14.198944629704277,5.30822495061254,1.3341886921563595,5.218852666161233,53811,0.5382997228908352,No,False
811,JSWSTEEL,2022,146371,107257,39114.0,26.72,1600,4968,6001,29745,30.0,20938,85.0,25.0,1016,301.0,66996,72237,56951,196485,99880,16905,4940,74760,196485,Materials,14.304746158733629,26.722506507436584,31.112828209281247,33113.0,23.731133630512993,10.656284194722243,1.0734059467732588,8.19524959742351,67297,0.7449474514593989,No,False
812,JSWSTEEL,2023,165960,147490,18470.0,11.13,1561,6902,7474,5655,27.0,4139,17.0,25.0,1017,301.0,65394,80853,63991,210539,104452,22166,4806,79115,210539,Materials,2.4939744516751023,11.129187756085804,6.300327269959662,10996.0,7.503343614378906,1.9659065541301135,1.2307329324910572,2.9022022602144304,76047,0.7882625071839422,No,False
813,JSWSTEEL,2024,175006,146849,28157.0,16.09,1500,8105,8172,13380,33.0,8973,36.0,25.0,1018,305.0,77364,87984,62245,227898,112461,29676,7246,78515,227898,Materials,5.127252779904689,16.089162657280323,11.5528718021347,19985.0,12.064375531985535,3.937287733986257,1.1328071688833383,3.659099321406539,80738,0.7679137157851319,No,False
815,KOTAKBANK,2013,10838,6024,6603.0,60.92,-17,5112,179,3144,30.0,2238,15.0,2.0,995,373.0,14894,85561,15006,115835,620,0,40907,74308,115835,Financials,20.64956634065326,60.92452482007751,14.659068579288661,6424.0,6.371246082437418,1.9320585315319203,5.60430994956442,1.288341158059468,44654,0.09356412137954849,No,False
816,KOTAKBANK,2014,11986,6312,7053.0,58.84,-12,5282,208,3695,32.0,2527,16.0,2.0,996,385.0,18699,85937,17176,122197,1264,0,38791,82142,122197,Financials,21.08293008509928,58.84365092608043,13.241458813665899,6845.0,6.517744070233572,2.067972208810364,4.503091595053448,1.3330177962892844,47146,0.09808751442343101,No,False
817,KOTAKBANK,2015,13319,6966,9718.0,72.96,-25,8152,237,4550,33.0,3105,20.0,2.0,997,386.0,21770,104258,22049,148464,1385,0,45589,101490,148464,Financials,23.312561003078308,72.96343569337037,14.014262502256724,9481.0,7.4999604474187995,2.091416100872939,4.70563278570139,1.1890333660451422,58669,0.08971198405000538,No,False
818,KOTAKBANK,2016,20402,11123,11541.0,56.57,-11,7631,345,5024,32.0,3524,19.0,3.0,998,917.0,32447,179679,27761,240804,1761,0,70274,168769,240804,Financials,17.27281639054995,56.567983531026364,10.562282699916077,11196.0,5.2552771036832935,1.4634308400192688,5.38541541781561,1.5109422094089897,109405,0.08472450623743792,No,False
819,KOTAKBANK,2017,22324,11458,14832.0,66.44,-18,11660,362,7332,32.0,5019,27.0,2.0,999,920.0,37572,205230,32465,276188,1759,0,68462,205967,276188,Financials,22.482530012542558,66.439706145852,13.03907305414112,14470.0,5.93709226085458,1.8172404304314451,5.331757248259379,1.2704974271012006,136768,0.08082900053586688,No,False
820,KOTAKBANK,2018,25131,12467,16805.0,66.87,-16,13682,383,9158,33.0,6258,33.0,2.0,1000,953.0,49535,249840,37392,337720,2543,0,90977,244201,337720,Financials,24.901516055867255,66.86960327881899,12.395024560291553,16422.0,5.468021629684878,1.853014331398792,4.948502614482649,1.2270866832334455,158863,0.07441371550396779,No,False
821,KOTAKBANK,2019,29831,15187,19758.0,66.23,-17,16148,458,10576,33.0,7204,38.0,2.0,1001,954.0,56827,291763,45626,395171,2697,0,103487,288987,395171,Financials,24.149374811437767,66.2331132043847,12.467766220729997,19300.0,5.521479413178312,1.8230082673070647,5.049462626122774,1.2225043349021552,188276,0.07548883900893537,No,False
822,KOTAKBANK,2020,33474,15901,22578.0,67.45,-15,16892,465,11422,25.0,8593,45.0,0.0,1002,957.0,65680,326477,50059,443173,2675,0,111197,329301,443173,Financials,25.670669773555595,67.44936368524826,12.89523838107958,22113.0,5.6250858529586845,1.938971913902697,4.899335204165854,1.335721051385271,215280,0.07553257982774221,No,False
823,KOTAKBANK,2021,32820,12967,29812.0,90.83,-30,23588,461,13168,25.0,9990,50.0,2.0,1003,991.0,83348,327110,67405,478854,2554,0,156946,319355,478854,Financials,30.438756855575868,90.83485679463742,11.845053889659587,29351.0,7.133569409574456,2.086230876216968,3.878514091938486,1.262591148041377,170164,0.06853863599343432,No,False
824,KOTAKBANK,2022,33741,11554,30699.0,90.98,-25,24941,480,15948,25.0,12089,61.0,2.0,1004,992.0,95673,365747,84086,546498,2723,0,164529,379245,546498,Financials,35.82881360955514,90.98426246999199,12.50607769099467,30219.0,6.535081269517227,2.2120849481608347,3.783654890601562,1.2298624754420433,201218,0.061740390632719605,No,False
825,KOTAKBANK,2023,42151,14411,33485.0,79.44,-14,25991,599,19646,25.0,14925,75.0,2.0,1005,993.0,110821,418807,89809,620430,3075,0,195338,422017,620430,Financials,35.40841261180043,79.44058266707789,13.348060171356002,32886.0,6.197643892721924,2.4055896716793193,3.745568533457349,1.2877919279750683,223469,0.06793836532727301,No,False
826,KOTAKBANK,2024,56237,22567,47052.0,83.67,-24,38037,792,23863,25.0,18213,92.0,2.0,1006,994.0,128978,520374,117321,767667,3510,0,246446,517711,767667,Financials,32.386151466116615,83.66733645109092,14.013018188532914,46260.0,7.113136699541475,2.372513081844081,4.003739266919029,1.2363751084470385,273928,0.07325702420450533,No,False
828,LICI,2019,571508,565587,5920.0,1.04,2615,0,336,8199,68.0,2627,,2.0,988,100.0,710,269401,3157039,3427249,25194,710,2900287,501059,3427249,Financials,0.4596611071061123,1.0358560160137742,324.32098765432096,5584.0,2.0665331907287268,0.07665039803060705,332.59382716049384,,-2630886,0.16675415179930025,No,False
829,LICI,2020,628043,634989,-6947.0,-1.11,20870,0,379,13544,80.0,2710,,2.0,989,100.0,902,253414,3245419,3499834,28216,734,2976100,494784,3499834,Financials,0.43149911709867,-1.1061344525772918,270.45908183632736,-7326.0,-2.879535878246651,0.0774322439292835,252.90818363273453,,-2722686,0.1794493681700332,No,False
830,LICI,2021,690914,691166,-252.0,-0.04,12820,0,417,12151,76.0,2974,7.0,0.0,990,100.0,6784,4,3822637,3829524,17723,148,3517445,294208,3829524,Financials,0.43044431000095523,-0.03647342505724301,43.201626961069145,-669.0,-9.712543554006968,0.07765978226014512,0.0005810575246949448,,-3517441,0.18041772293371186,No,False
831,LICI,2022,723606,720280,3326.0,0.46,9248,0,436,12138,66.0,4125,57.0,23.0,991,6325.0,5013,1,4242719,4254059,17770,199,3926212,309878,4254059,Financials,0.5700616081127022,0.4596424020806903,36.38207796789557,2890.0,25.487256371814095,0.09696621509010571,8.819897689186806e-05,,-3926211,0.17009778190664493,No,False
832,LICI,2023,784628,750420,34207.0,4.36,7800,77,466,41463,13.0,35997,65.0,5.0,992,6325.0,39908,0,4532258,4578491,20473,331,4243008,314678,4578491,Financials,4.5877791768838225,4.359645590012082,77.85997015119071,33741.0,72.98033871909675,0.7862197392110195,0.0,545.5454545454545,-4243008,0.17137262036771503,Yes,False
833,LICI,2024,845966,813188,32779.0,3.87,14829,128,466,47014,13.0,40916,66.0,15.0,993,6325.0,76422,0,5233300,5316047,20667,403,4976133,318844,5316047,Financials,4.836600998148862,3.87474201090824,49.44710986501021,32313.0,39.05035832114759,0.7696696436280568,0.0,371.9375,-4976133,0.15913440945875762,Yes,False
835,LODHA,2011,2173,1663,510.0,23.47,145,283,17,355,26.0,264,6.0,0.0,975,108.0,636,5596,3138,9478,991,159,376,7951,9478,Real Estate,12.149102623101703,23.469857340082832,35.483870967741936,493.0,7.7760252365930596,2.7853977632411904,7.521505376344086,2.314487632508834,5220,0.22926777801223888,No,True
836,LODHA,2012,2954,2229,724.0,24.51,124,254,37,556,32.0,381,9.0,0.0,976,108.0,1018,4259,3883,9268,971,112,181,8003,9268,Real Estate,12.897765741367637,24.509140148950575,33.83658969804618,687.0,12.757660167130918,4.110919292188174,3.782415630550622,3.338582677165354,4078,0.3187311178247734,No,False
837,LODHA,2015,6236,4769,1467.0,23.52,423,492,128,1269,37.0,798,18.0,0.0,977,108.0,3186,11852,12752,27998,2290,4,595,25008,27998,Real Estate,12.796664528543939,23.524695317511224,24.225865209471767,1339.0,8.84061798494652,2.8502035859704264,3.5980570734669097,3.841463414634146,11257,0.22273019501392957,No,False
838,LODHA,2016,8249,6123,2126.0,25.77,510,988,450,1198,41.0,703,16.0,0.0,978,108.0,3865,13835,13173,30981,1899,176,611,28295,30981,Real Estate,8.522245120620681,25.772820947993697,17.694437452806444,1676.0,9.411500449236298,2.2691326942319487,3.4822552227535866,2.668016194331984,13224,0.26625996578548144,No,False
839,LODHA,2017,7926,6313,1614.0,20.36,584,736,460,1001,42.0,584,13.0,0.0,979,113.0,3920,16183,13715,33931,1753,109,1180,30888,33931,Real Estate,7.368155437799646,20.36336109008327,14.480535581453013,1154.0,5.708349821923229,1.7211399605080901,4.012645673196132,2.9864130434782608,15003,0.23359170080457398,No,False
840,LODHA,2018,9677,7995,1682.0,17.38,285,390,395,1182,33.0,794,10.0,0.0,980,396.0,4756,22616,12483,40251,2197,6,1384,36664,40251,Real Estate,8.20502221762943,17.381419861527334,15.411490683229815,1287.0,4.634831460674158,1.9726217982161933,4.3897515527950315,5.043589743589743,21232,0.2404163871705051,No,False
841,LODHA,2019,11907,8728,3179.0,26.7,72,568,194,2489,34.0,1644,21.0,0.0,981,396.0,3445,25641,20382,49864,2139,6,1405,46314,49864,Real Estate,13.80700428319476,26.698580666834637,42.80135381411091,2985.0,10.12482192524252,3.2969677522862186,6.675605311116897,5.723591549295775,24236,0.23878950746029198,No,True
842,LODHA,2020,12443,10526,1917.0,15.41,119,740,292,1003,26.0,742,9.0,0.0,982,396.0,4156,18423,17717,40693,2021,6,1553,37112,40693,Real Estate,5.96319215623242,15.406252511452223,16.300527240773285,1625.0,7.072905331882481,1.823409431597572,4.047231985940246,2.7513513513513512,16870,0.30577740643353896,No,False
843,LODHA,2021,5449,4066,1383.0,25.38,-140,1136,73,33,-44.0,48,1.0,0.0,983,396.0,4203,18193,16516,39308,1946,6,1579,35776,39308,Real Estate,0.8808955771701229,25.380803817214172,1.0437051532941943,1310.0,5.7476307476307475,0.12211254706421083,3.9558599695586,1.0941901408450705,16614,0.13862318103185103,No,False
844,LODHA,2022,9233,7047,2186.0,23.68,293,688,75,1716,30.0,1208,12.0,20.0,984,482.0,11624,11537,14763,38404,1923,0,574,35908,38404,Real Estate,13.08350481966858,23.675944979963177,9.97852304642326,2111.0,8.928646956815971,3.145505676492032,0.9529985131339831,3.6031976744186047,10963,0.24041766482658056,No,False
845,LODHA,2023,9470,7406,2064.0,21.8,-1037,482,93,452,-8.0,490,5.0,14.0,985,482.0,12181,9060,17399,39122,1828,0,246,37048,39122,Real Estate,5.174234424498416,21.795142555438225,3.8695411829740185,1971.0,9.073332412650187,1.2524922038750574,0.7154702677090736,2.1307053941908713,8814,0.24206328919789377,No,False
846,LODHA,2024,10316,7651,2665.0,25.83,48,482,204,2028,23.0,1554,16.0,,986,994.0,16475,7698,22031,47198,1169,4,2500,43524,47198,Real Estate,15.063978286157425,25.833656455990695,8.895758200240426,2461.0,9.77867842810029,3.292512394592991,0.4406663232010991,5.628630705394191,5198,0.21856858341455146,No,False
848,LT,2013,74426,63032,11394.0,15.31,2523,4642,1637,7638,31.0,5291,38.0,22.0,962,16.0,1323,234,756,2328,699,142,49,1438,2328,Industrials,7.1090747856931715,15.309166151613685,395.1456310679612,9757.0,620.2797202797202,227.2766323024055,0.17475728155339806,2.9980611805256356,185,31.969931271477662,No,False
849,LT,2014,85054,70968,14086.0,16.56,1337,6494,1446,7483,35.0,4885,35.0,27.0,963,16.0,1594,110,945,2666,649,57,169,1791,2666,Industrials,5.743410068897406,16.561243445340608,303.41614906832297,12640.0,734.8837209302326,183.23330832708177,0.06832298136645963,2.374961502925778,-59,31.903225806451612,No,False
850,LT,2015,91929,76245,15684.0,17.06,1422,7266,2623,7217,31.0,4966,34.0,32.0,964,16.0,2010,218,734,2978,683,25,104,2166,2978,Industrials,5.401995017894244,17.06099272264465,245.11352418558738,13061.0,582.0409982174688,166.75621222296843,0.10760118460019744,2.3542526837324527,114,30.869375419744795,No,False
851,LT,2016,101122,85637,15486.0,15.31,1219,6899,1787,8020,30.0,4592,31.0,40.0,965,17.0,2108,55,958,3137,638,20,43,2437,3137,Industrials,4.541049425446491,15.314174956982654,216.09411764705882,13699.0,628.394495412844,146.38189352884922,0.02588235294117647,2.4213654152775765,12,32.23525661459993,No,False
852,LT,2017,109312,92691,16620.0,15.2,1466,6829,2370,8887,23.0,6486,43.0,22.0,966,17.0,3127,0,1273,4417,542,1,941,2934,4417,Industrials,5.933474824355972,15.20418618266979,206.29770992366412,14250.0,453.24427480916034,146.84174779261943,0.0,2.6484111875823695,-941,24.748019017432647,Yes,False
853,LT,2018,119683,99572,20111.0,16.8,1465,7714,2223,11639,27.0,8004,53.0,30.0,967,17.0,3843,0,1477,5337,681,7,1264,3385,5337,Industrials,6.687666585897746,16.8035560605934,207.3575129533679,17888.0,463.419689119171,149.97189432265316,0.0,2.7969924812030076,-1264,22.42514521266629,Yes,False
854,LT,2019,135220,112354,22866.0,16.91,2701,9339,1923,14305,28.0,10217,63.0,28.0,968,17.0,4876,0,1770,6664,930,12,1740,3982,6664,Industrials,7.555834935660405,16.910220381600354,208.80850194154914,20943.0,428.0196198651134,153.31632653061226,0.0,2.737659278295321,-1740,20.29111644657863,Yes,False
855,LT,2020,145452,120899,24553.0,16.88,3015,11021,2462,14086,23.0,10894,68.0,26.0,969,17.0,5387,912,2499,8815,1920,59,2219,4617,8815,Industrials,7.489756070731238,16.880482908450897,201.59141376757955,22091.0,349.7625079164028,123.58479863868406,0.1687638786084382,2.501406405952273,-1307,16.500510493477027,No,False
856,LT,2021,135979,112519,23460.0,17.25,8111,11750,2904,16918,24.0,12921,82.0,44.0,970,18.0,7286,798,2604,10706,1906,66,3730,5004,10706,Industrials,9.502202545981364,17.252664014296325,176.90306681270536,20556.0,253.7151320661565,120.68933308425183,0.1092552026286966,2.6868936170212767,-2932,12.701195591257239,No,False
857,LT,2022,156521,132207,24314.0,15.53,2364,9235,2948,14495,29.0,10419,62.0,36.0,971,30.0,14258,258,6027,20572,3473,503,6048,10548,20572,Industrials,6.656614767347513,15.534017799528499,72.92133258678611,21366.0,146.8857417846831,50.64650981917169,0.018057110862262037,2.8887926367081755,-5790,7.608448376433988,No,False
858,LT,2023,183341,156175,27166.0,14.82,2891,9445,3502,17109,26.0,12531,75.0,32.0,972,30.0,16562,1541,5348,23481,3679,902,5458,13442,23481,Industrials,6.834805089968965,14.817198553515034,75.52434908389586,23664.0,130.502398941157,53.36655168008176,0.09287608486017358,3.1823186871360507,-3917,7.8080575784676975,No,False
859,LT,2024,221113,191248,29865.0,13.51,3847,9512,3682,20517,24.0,15547,95.0,36.0,973,30.0,19988,2071,5456,27544,4981,551,8744,13269,27544,Industrials,7.031246466738726,13.506668535997433,77.66510140873214,26183.0,118.53411200144868,56.44423467905896,0.10345688880007993,3.5441547518923464,-6673,8.027628521638107,No,False
861,LTIM,2013,3851,2981,870.0,22.59,22,21,123,749,25.0,562,174.0,54.0,949,16.0,1323,234,756,2328,699,142,49,1438,2328,Information Technology,14.593612048818489,22.591534666320438,41.97162061239731,747.0,47.488874761602034,24.140893470790378,0.17475728155339806,42.476190476190474,185,1.654209621993127,No,False
862,LTIM,2014,4920,3773,1147.0,23.31,217,31,130,1204,17.0,996,309.0,55.0,950,16.0,1594,110,945,2666,649,57,169,1791,2666,Information Technology,20.243902439024392,23.3130081300813,61.86335403726708,1017.0,59.127906976744185,37.35933983495874,0.06832298136645963,44.0,-59,1.8454613653413354,No,False
863,LTIM,2015,4978,3973,1005.0,20.19,99,10,158,936,18.0,769,238.0,63.0,951,16.0,2010,218,734,2978,683,25,104,2166,2978,Information Technology,15.447971072719968,20.188830855765367,37.95656465942744,847.0,37.745098039215684,25.822699798522496,0.10760118460019744,110.4,114,1.671591672263264,No,False
864,LTIM,2016,5846,4819,1028.0,17.58,187,6,174,1035,19.0,836,49.0,72.0,952,17.0,2108,55,958,3137,638,20,43,2437,3137,Information Technology,14.300376325692781,17.584673280875812,39.34117647058824,854.0,39.174311926605505,26.64966528530443,0.02588235294117647,202.5,12,1.8635639145680587,No,False
865,LTIM,2017,6501,5271,1230.0,18.92,187,3,178,1236,21.0,971,57.0,29.0,953,17.0,3127,0,1273,4417,542,1,941,2934,4417,Information Technology,14.936163667128133,18.920166128287956,30.884223918575067,1052.0,33.460559796437664,21.983246547430383,0.0,472.3333333333333,-941,1.4718134480416571,Yes,False
866,LTIM,2018,7306,6119,1187.0,16.25,426,16,156,1442,23.0,1112,65.0,33.0,954,17.0,3843,0,1477,5337,681,7,1264,3385,5337,Information Technology,15.22036682179031,16.24692033944703,28.808290155440414,1031.0,26.709844559585495,20.835675473112236,0.0,100.8125,-1264,1.3689338579726438,Yes,False
867,LTIM,2019,9446,7562,1883.0,19.93,302,11,147,2028,25.0,1516,87.0,32.0,955,17.0,4876,0,1770,6664,930,12,1740,3982,6664,Information Technology,16.049121321194157,19.934363751852636,30.983036991620683,1736.0,35.47925608011445,22.749099639855945,0.0,198.63636363636363,-1740,1.4174669867947178,Yes,False
868,LTIM,2020,10879,8849,2029.0,18.65,329,83,273,2003,24.0,1520,87.0,32.0,956,17.0,5387,912,2499,8815,1920,59,2219,4617,8815,Information Technology,13.971872414744002,18.650611269418146,28.127313101406365,1756.0,27.80240658644712,17.243335224049915,0.1687638786084382,28.40963855421687,-1307,1.2341463414634146,No,False
869,LTIM,2021,12370,9645,2725.0,22.03,274,79,332,2588,25.0,1938,111.0,36.0,957,18.0,7286,798,2604,10706,1906,66,3730,5004,10706,Information Technology,15.666936135812449,22.029102667744542,26.533406352683457,2393.0,29.535917057516663,18.1019988791332,0.1092552026286966,37.962025316455694,-2932,1.1554268634410612,No,False
870,LTIM,2022,26109,20860,5249.0,20.1,766,123,597,5294,25.0,3950,225.0,41.0,958,30.0,14258,258,6027,20572,3473,503,6048,10548,20572,Information Technology,15.128882760733847,20.10417863571948,27.645576707726764,4652.0,31.981300701223702,19.200855531790783,0.018057110862262037,48.90243902439025,-5790,1.2691522457709508,No,False
