id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,broad_sector,net_profit_margin,operating_profit_margin,roe,ebit,roce,roa,debt_to_equity,interest_coverage,net_debt,asset_turnover,debt_free,high_leverage_flag
322,BOSCHLTD,2013,8757,7468,1289.0,14.72,353,0,384,1257,30.0,885,282.0,20.0,401,31.0,6263,183,2414,8891,938,440,2202,5311,8891,Consumer Discretionary,10.106200753682767,14.71965284914925,14.061010486177311,905.0,13.972518141114715,9.95388595208638,0.029075309818875118,,-2019,0.9849285794623777,No,False
323,BOSCHLTD,2015,12086,10104,1981.0,16.39,537,14,548,1956,32.0,1338,426.0,20.0,402,31.0,7316,111,2973,10431,968,276,2890,6298,10431,Consumer Discretionary,11.070660268078768,16.390865464173423,18.211514904042467,1433.0,19.214266559399302,12.82714984181766,0.015108207431604737,179.85714285714286,-2779,1.1586616815262198,No,False
324,BOSCHLTD,2016,9701,7823,1878.0,19.36,623,13,386,2102,27.0,1531,488.0,17.0,403,31.0,9504,50,2848,12433,1149,151,4628,6505,12433,Consumer Discretionary,15.781878156891041,19.3588289867024,16.056633455689564,1492.0,15.565988523735003,12.314003056382209,0.005243838489774515,192.3846153846154,-4578,0.7802622054210568,No,False
325,BOSCHLTD,2017,10435,8473,1963.0,18.81,912,27,456,2391,27.0,1741,570.0,29.0,404,30.0,8769,0,3000,11800,1514,129,3927,6231,11800,Consumer Discretionary,16.684235745088642,18.811691423095354,19.786339356745085,1507.0,17.12694624389135,14.754237288135593,0.0,106.48148148148148,-3927,0.8843220338983051,Yes,False
326,BOSCHLTD,2018,11690,9597,2093.0,17.9,418,3,467,2041,33.0,1371,449.0,22.0,405,30.0,9951,0,3946,13927,1318,313,5240,7056,13927,Consumer Discretionary,11.72797262617622,17.904191616766468,13.736098587315901,1626.0,16.290952810339647,9.844187549364545,0.0,837.0,-5240,0.8393767501974582,Yes,False
327,BOSCHLTD,2019,12085,9931,2154.0,17.82,600,13,402,2339,32.0,1598,542.0,19.0,406,30.0,9097,0,3583,12710,1176,644,4054,6836,12710,Consumer Discretionary,13.223003723624327,17.823748448489862,17.508491289580366,1752.0,19.19579270296921,12.572777340676634,0.0,211.84615384615384,-4054,0.9508261211644374,Yes,False
328,BOSCHLTD,2020,9842,8358,1483.0,15.07,-105,10,383,985,34.0,650,220.0,48.0,407,30.0,9240,74,3977,13320,1342,487,4042,7450,13320,Consumer Discretionary,6.604348709611868,15.068075594391384,7.011866235167206,1100.0,11.772260273972602,4.87987987987988,0.007982740021574973,137.8,-3968,0.7388888888888889,No,False
329,BOSCHLTD,2021,9718,8555,1163.0,11.97,-241,14,341,567,15.0,482,164.0,70.0,408,30.0,9793,54,4898,14774,1241,488,5157,7888,14774,Consumer Discretionary,4.959868285655484,11.967483021197777,4.9068512674335745,822.0,8.322365090614559,3.262488154866658,0.005497302249821846,65.85714285714286,-5103,0.6577771761202111,No,False
330,BOSCHLTD,2022,11782,10319,1462.0,12.41,391,29,324,1500,19.0,1217,413.0,51.0,409,30.0,10658,73,4650,15410,1211,606,5528,8066,15410,Consumer Discretionary,10.329315905618742,12.408759124087592,11.386601796407184,1138.0,10.575225350803828,7.897469175859831,0.0068300898203592815,63.89655172413793,-5455,0.764568462037638,No,False
331,BOSCHLTD,2023,14929,13120,1810.0,12.12,471,12,386,1882,24.0,1424,483.0,99.0,410,30.0,10983,53,5194,16259,1731,366,5023,9140,16259,Consumer Discretionary,9.538482148837831,12.124053854913257,12.930173431399256,1424.0,12.86824507500452,8.758226213174241,0.004812494324888767,190.08333333333334,-4970,0.9181991512393136,No,False
332,BOSCHLTD,2024,16727,14632,2095.0,12.52,1566,51,430,3181,22.0,2490,844.0,44.0,411,30.0,12034,39,5252,17355,1770,224,5125,10236,17355,Consumer Discretionary,14.886112273569676,12.524660728164047,20.639920424403183,1665.0,13.756919771957365,14.34745030250648,0.003232758620689655,71.7843137254902,-5086,0.9638144626908672,No,False
334,BPCL,2013,242181,235472,6709.0,2.77,1492,2518,2463,3220,40.0,1936,4.0,42.0,413,723.0,16052,33157,29696,79628,24721,7463,7470,39974,79628,Energy,0.7994021000821699,2.770242091658718,11.540983606557377,4246.0,8.503564848193543,2.4313055709047067,1.9765722801788375,3.256949960285941,25687,3.0414050334053346,No,False
335,BPCL,2014,264421,255007,9414.0,3.56,1344,1982,2611,6166,34.0,4053,9.0,31.0,414,723.0,18717,33152,35868,88460,27580,9372,6985,44523,88460,Energy,1.5327829484042492,3.5602316003645704,20.848765432098766,6803.0,12.935427441435959,4.581731856206195,1.705349794238683,5.4278506559031285,26167,2.9891589418946416,No,False
336,BPCL,2015,242598,232818,9780.0,4.03,2117,1180,3027,7690,34.0,5082,11.0,34.0,415,723.0,21839,25492,38268,86322,29109,15787,7712,33714,86322,Energy,2.0948235352311233,4.031360522345609,22.524598883077743,6753.0,14.052940442002749,5.887259331340794,1.1298643737257335,10.082203389830509,17780,2.81038437478279,No,False
337,BPCL,2016,187815,174844,12971.0,6.91,1913,680,2072,12132,33.0,8089,19.0,25.0,416,656.0,27138,23388,35241,86422,25358,17459,9401,34203,86422,Energy,4.306897745121529,6.906264142906584,29.103403612290425,10899.0,21.294595756320582,9.359885214412996,0.8414765776786357,21.888235294117646,13987,2.173231353127676,No,False
338,BPCL,2017,201251,187468,13783.0,6.85,2721,696,2108,13700,31.0,9507,20.0,49.0,417,1311.0,29508,35725,42541,109086,33684,16834,21327,37241,109086,Energy,4.723951682227666,6.84866162155716,30.847853596807163,11675.0,17.54478239961529,8.715142181398162,1.1591875141957884,23.71264367816092,14398,1.844883853106723,No,False
339,BPCL,2018,235895,220578,15317.0,6.49,2927,1186,2885,14174,31.0,9792,21.0,46.0,418,1967.0,34652,37659,46078,120356,45539,9875,23725,41217,120356,Energy,4.150999385319739,6.493143135717163,26.740216827330077,12432.0,16.737122701203585,8.13586360463957,1.0284005570878505,15.382799325463743,13934,1.9599770680315065,No,False
340,BPCL,2019,298226,283113,15112.0,5.07,2975,1764,3418,12905,34.0,8528,18.0,48.0,419,1967.0,36798,44839,53322,136926,49315,13654,24907,49050,136926,Energy,2.859576294488073,5.067297955241997,21.999226106023475,11694.0,13.987369025405483,6.228181645560376,1.1566877337804722,10.253401360544217,19932,2.1780085593678336,No,False
341,BPCL,2020,284572,275597,8975.0,3.15,1393,2637,4080,3652,0.0,3666,7.0,106.0,420,1967.0,34565,65476,48852,150860,60175,17757,27029,45900,150860,Energy,1.2882504251999494,3.1538591287969298,10.035037775101282,4895.0,4.798643243667163,2.4300676123558262,1.792291689477718,3.931740614334471,38447,1.8863316982632905,No,False
342,BPCL,2021,230171,209170,21001.0,9.12,7489,1723,4334,22432,23.0,17320,37.0,102.0,421,2093.0,51462,54532,52891,160978,64098,17037,26768,53075,160978,Energy,7.524840227483046,9.124086005621908,32.340584445896745,16667.0,15.419985752218121,10.759234181068221,1.0182429278312015,16.535113174695297,27764,1.4298289207220862,No,False
343,BPCL,2022,346791,327654,19137.0,5.52,4939,2606,5434,16037,27.0,11682,27.0,29.0,422,2129.0,49776,64534,71089,187529,83901,15433,23616,64578,187529,Energy,3.3685995311297003,5.518309298684223,22.50650226375108,13703.0,11.768393751234552,6.229436513819196,1.243309893073885,9.23867996930161,40918,1.849265980195063,No,False
344,BPCL,2023,473187,462288,10899.0,2.3,2036,3745,6369,2821,24.0,2131,5.0,40.0,423,2129.0,51393,69376,65210,188109,86675,16249,26778,58406,188109,Energy,0.45035049568141133,2.3033177158290488,3.9815403011845594,4530.0,3.6859834985109607,1.1328538241126156,1.2962146407084938,3.4539385847797064,42598,2.5154936765386027,No,False
345,BPCL,2024,448083,404001,44082.0,9.84,3032,4149,6771,36194,26.0,26859,62.0,33.0,424,2136.0,73499,54599,72184,202418,86798,20204,26631,68785,202418,Energy,5.994201967046283,9.837909494446341,35.511337343822305,37311.0,28.649200669564017,13.26907686075349,0.7218747934157467,11.355507351168956,27968,2.213651947949293,No,False
347,BRITANNIA,2013,6185,5765,421.0,6.81,52,41,73,358,27.0,260,11.0,39.0,426,24.0,534,380,946,1883,737,147,108,891,1883,Consumer Staples,4.203718674211803,6.806790622473727,46.59498207885305,348.0,37.10021321961621,13.807753584705257,0.6810035842293907,11.536585365853659,272,3.2846521508231548,No,False
348,BRITANNIA,2014,6913,6286,627.0,9.07,34,8,83,569,30.0,395,16.0,36.0,427,24.0,774,150,1159,2107,848,107,198,954,2107,Consumer Staples,5.713872414291914,9.069868363951974,49.49874686716792,544.0,57.383966244725734,18.74703369719981,0.18796992481203006,82.625,-48,3.280968201233982,No,False
349,BRITANNIA,2015,7858,6988,870.0,11.07,228,4,144,950,28.0,689,29.0,28.0,428,24.0,1221,145,1403,2793,844,48,518,1383,2793,Consumer Staples,8.768134385339781,11.071519470603207,55.34136546184739,726.0,52.230215827338135,24.668814894378805,0.11646586345381527,274.5,-373,2.8134622269960614,No,False
350,BRITANNIA,2016,8397,7174,1224.0,14.58,115,5,113,1220,32.0,825,34.0,29.0,429,24.0,2068,131,1271,3494,950,90,788,1665,3494,Consumer Staples,9.824937477670597,14.576634512325832,39.4359464627151,1111.0,49.977507872244715,23.611906124785346,0.06261950286806883,267.8,-657,2.403262736119061,No,False
351,BRITANNIA,2017,9054,7776,1278.0,14.12,151,5,119,1304,32.0,885,37.0,30.0,430,24.0,2672,125,1288,4109,1160,30,487,2432,4109,Consumer Staples,9.774685222001326,14.115308151093439,32.826409495548965,1159.0,41.08472172988302,21.538087125821367,0.046364985163204746,285.8,-362,2.2034558286687758,No,False
352,BRITANNIA,2018,9914,8413,1501.0,15.14,166,8,142,1518,34.0,1004,42.0,30.0,431,24.0,3382,201,1581,5188,1346,203,1079,2560,5188,Consumer Staples,10.127092999798265,15.14020576961872,29.47739283617146,1359.0,37.67673967285833,19.35235158057055,0.05901350557839107,208.375,-878,1.9109483423284503,No,False
353,BRITANNIA,2019,11055,9322,1732.0,15.67,206,9,162,1768,35.0,1155,48.0,31.0,432,24.0,4229,156,1829,6238,1688,101,1476,2972,6238,Consumer Staples,10.44776119402985,15.66711895070104,27.157300728897248,1570.0,35.608981628487186,18.515549855722988,0.03667999059487421,215.33333333333334,-1320,1.7722026290477717,No,False
354,BRITANNIA,2020,11600,9756,1843.0,15.89,263,77,185,1844,24.0,1394,58.0,60.0,433,24.0,4379,1538,1889,7830,1878,40,2893,3019,7830,Consumer Staples,12.017241379310345,15.887931034482758,31.66023166023166,1658.0,27.907759636424846,17.803320561941252,0.3493072904837611,27.350649350649352,-1355,1.4814814814814814,No,False
355,BRITANNIA,2021,13136,10627,2509.0,19.1,313,111,198,2514,26.0,1851,77.0,204.0,434,24.0,3524,2122,2331,8000,1793,117,2781,3310,8000,Consumer Staples,14.091047503045068,19.10018270401949,52.17023675310034,2311.0,40.75837742504409,23.1375,0.5980834272829764,25.423423423423422,-659,1.642,No,False
356,BRITANNIA,2022,14136,11935,2201.0,15.57,222,144,201,2078,27.0,1516,63.0,89.0,435,24.0,2534,2481,2487,7527,1753,536,1762,3475,7527,Consumer Staples,10.724391624221845,15.570175438596493,59.26505082095387,2000.0,39.690414764834294,20.14082635844294,0.9698983580922595,16.82638888888889,719,1.8780390593862097,No,False
357,BRITANNIA,2023,16301,13470,2831.0,17.37,597,169,226,3033,24.0,2316,96.0,75.0,436,24.0,3510,2997,2819,9351,2655,105,3324,3266,9351,Consumer Staples,14.207717317955954,17.36703269738053,65.53480475382003,2605.0,39.88669422753024,24.767404555662495,0.8480475382003395,20.284023668639055,-327,1.743236017538231,No,False
358,BRITANNIA,2024,16769,13603,3167.0,18.89,211,164,300,2913,27.0,2134,89.0,83.0,437,24.0,3917,2065,3065,9072,2771,188,2767,3346,9072,Consumer Staples,12.725863199952292,18.886039716142882,54.14869322506978,2867.0,47.735597735597736,23.522927689594354,0.5239786856127886,20.597560975609756,-702,1.8484347442680775,No,False
360,CANBK,2013,34070,26198,7217.0,21.18,2,3308,191,3771,22.0,2995,12.0,19.0,439,443.0,24733,376040,18108,419324,2883,1,127534,288907,419324,Financials,8.790724977986498,21.182858820076316,11.896250397203687,7026.0,1.751176423672037,0.7142448321584265,14.936447410231967,2.1822853688029022,248506,0.08124982114069311,No,False
361,CANBK,2014,39570,30606,9636.0,24.35,-2,4144,230,3242,20.0,2672,10.0,19.0,440,461.0,29715,447913,23000,501090,6661,1,135445,358982,501090,Financials,6.7525903462218855,24.351781652767247,8.854718981972429,9406.0,1.9674161087161597,0.5332375421580954,14.843352332979851,2.3248069498069497,312468,0.07896785008681076,No,False
362,CANBK,2015,43813,34133,10302.0,23.51,-1,4733,429,3683,22.0,2931,11.0,17.0,441,475.0,32017,499488,26578,558558,6969,1,152122,399466,558558,Financials,6.689795266245178,23.513569032022456,9.020682014034225,9873.0,1.855896838227001,0.52474407313117,15.37264557429521,2.1764208747094864,347366,0.07843948166528812,No,False
363,CANBK,2016,44039,34263,17785.0,40.38,-18,5266,172,-2914,-13.0,-2535,-9.0,0.0,442,543.0,31867,506712,24603,563725,7206,0,152470,404049,563725,Financials,-5.756261495492632,40.38465905220373,-7.821659981487196,17613.0,3.2669785317609,-0.44968734755421524,15.634433816723234,3.3739080896315987,354242,0.07812142445341257,No,False
364,CANBK,2017,41457,31540,15691.0,37.85,-14,7852,331,1746,29.0,1411,5.0,4.0,443,597.0,34088,534858,26615,596159,7185,0,162073,426901,596159,Financials,3.403526545577345,37.84885544057698,4.06804093988756,15360.0,2.6968990927814054,0.23668182481519193,15.420441112873,1.9965613856342332,372785,0.06954017300753658,No,False
365,CANBK,2018,41345,29113,25582.0,61.87,-32,7398,456,-6408,-36.0,-3873,-11.0,0.0,444,733.0,36164,563756,30781,631435,8335,0,157444,465657,631435,Financials,-9.367517233039061,61.874470915467406,-10.496788356776973,25126.0,4.183114044215213,-0.6133647960597687,15.279182589370409,3.4536361178696944,406312,0.06547784015773594,No,False
366,CANBK,2019,47951,32339,27202.0,56.73,-24,9907,429,-2111,-99.0,696,2.0,0.0,445,753.0,36936,640166,33928,711783,8433,0,168678,534672,711783,Financials,1.4514817209234425,56.72874392609122,1.8466926689484995,26773.0,3.9496647513111207,0.09778261071141064,16.98548648146674,2.7433128091248613,471488,0.06736744204343177,No,False
367,CANBK,2020,49759,35817,26809.0,53.88,-26,11799,446,-1514,34.0,-1921,-4.0,0.0,446,1030.0,40176,668170,32064,741440,8323,0,192645,540472,741440,Financials,-3.8606081311923472,53.87769046805603,-4.661942435567636,26363.0,3.7163648051245035,-0.2590904186447993,16.215356986846576,2.2699381303500297,475525,0.0671112969356927,No,False
368,CANBK,2021,70253,45182,43437.0,61.83,-26,23086,838,3882,30.0,2957,4.0,0.0,447,1647.0,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,Financials,4.2090729221527905,61.82938806883692,4.73802275276398,42599.0,3.791943799581274,0.25069094731844616,17.000448646050312,1.8804037078749025,774807,0.05955965885006019,No,False
369,CANBK,2022,70614,43035,41235.0,58.39,-19,23643,841,9145,37.0,6158,7.0,19.0,448,1814.0,68147,1132626,56202,1258789,11447,2,311347,935992,1258789,Financials,8.720650295975302,58.39493584841533,8.802046854676176,40394.0,3.3589253833610373,0.4892003346073091,16.18939123225797,1.7432643911517152,821279,0.056096772374083344,No,False
370,CANBK,2023,85885,52990,42772.0,49.8,-12,25325,1021,14427,25.0,11345,12.0,19.0,449,1814.0,76240,1237160,65816,1381030,10334,0,352893,1017803,1381030,Financials,13.209524363975083,49.80147872154625,14.534809234632434,41751.0,3.174464383742874,0.821488309450193,15.850052527737208,1.6884501480750247,884267,0.06218909075110606,No,False
371,CANBK,2024,110519,72118,46146.0,41.75,-7,28646,902,20000,26.0,15401,17.0,19.0,450,1814.0,90319,1369780,73104,1535018,12331,0,399207,1123480,1535018,Financials,13.935160470145405,41.753906568101414,16.716051794688113,45244.0,3.0948490094827803,1.0033107103630055,14.867419925542423,1.6106611743349857,970573,0.0719985042520674,No,False
373,CHOLAFIN,2013,2570,1410,688.0,26.77,18,1,22,452,32.0,308,4.0,16.0,451,143.0,1809,15269,1007,18228,73,0,172,17984,18228,Financials,11.98443579766537,26.770428015564203,15.778688524590164,666.0,3.8673712327971663,1.6897081413210446,7.822233606557377,706.0,15097,0.14099188062321702,No,False
374,CHOLAFIN,2014,3279,1769,932.0,28.42,18,1,25,554,34.0,368,5.0,14.0,452,143.0,2144,18075,1182,21544,74,0,39,21431,21544,Financials,11.222933821286977,28.42329978652028,16.09094884127678,907.0,4.454375798055201,1.708132194578537,7.903366856143419,950.0,18036,0.1522001485332343,No,False
375,CHOLAFIN,2015,3715,1958,1061.0,28.56,19,0,30,666,33.0,444,6.0,11.0,453,144.0,2531,19950,1243,23868,69,0,25,23775,23868,Financials,11.951547779273216,28.559892328398384,16.598130841121495,1031.0,4.556906077348066,1.860231271995978,7.457943925233645,,19925,0.15564772917714095,No,False
376,CHOLAFIN,2016,4214,2048,1266.0,30.04,21,2,22,879,35.0,575,7.0,12.0,454,156.0,3514,22546,1673,27889,120,0,16,27753,27889,Financials,13.64499288087328,30.042714760322735,15.66757493188011,1244.0,4.745193774794019,2.0617447739252035,6.143324250681199,643.5,22530,0.15109899960557927,No,False
377,CHOLAFIN,2017,4694,2228,1322.0,28.16,24,3,39,1107,35.0,718,9.0,12.0,455,156.0,4142,24071,2230,30598,150,0,182,30266,30598,Financials,15.296122709842352,28.163613123135917,16.70544439274081,1283.0,4.522542211568966,2.3465585986012156,5.600511865984179,448.6666666666667,23889,0.15340871952415192,No,False
378,CHOLAFIN,2018,5559,2657,1451.0,26.1,26,0,51,1401,34.0,918,12.0,11.0,456,156.0,4969,38330,711,44167,170,4,23,43970,44167,Financials,16.51376146788991,26.101816873538407,17.912195121951218,1400.0,3.221723622137844,2.078474879434872,7.479024390243903,,38307,0.12586320103244503,No,False
379,CHOLAFIN,2019,7108,3588,1632.0,22.96,27,1,57,1832,35.0,1197,15.0,8.0,457,156.0,6052,50567,715,57490,167,14,42,57267,57490,Financials,16.840180078784467,22.960045019696118,19.281572164948454,1575.0,2.7741083223249667,2.0821012349973906,8.145457474226804,1659.0,50525,0.12363889372064707,No,False
380,CHOLAFIN,2020,8712,4592,2421.0,27.79,20,0,111,1588,34.0,1054,13.0,13.0,458,164.0,8036,55005,853,64058,283,11,33,63732,64058,Financials,12.098255280073463,27.789256198347108,12.853658536585366,2310.0,3.654774147614904,1.6453838708670268,6.707926829268293,,54972,0.13600174841549845,No,False
381,CHOLAFIN,2021,9583,4576,2913.0,30.4,22,56,102,2048,26.0,1521,19.0,11.0,459,164.0,9436,63730,1314,74644,228,10,1583,72823,74644,Financials,15.871856412396953,30.397579046227698,15.84375,2811.0,3.8333560616391655,2.0376721504742514,6.638541666666667,52.410714285714285,62147,0.12838272332672418,No,False
382,CHOLAFIN,2022,10148,4298,2926.0,28.83,29,84,101,2908,26.0,2154,26.0,8.0,460,164.0,11605,69174,1536,82478,259,37,2055,80127,82478,Financials,21.225857311785575,28.83326763894363,18.302319653326535,2825.0,3.490110324549374,2.6116055190475036,5.87764465969921,35.17857142857143,67119,0.12303887097165304,No,False
383,CHOLAFIN,2023,12884,5748,3621.0,28.1,27,220,121,3615,26.0,2665,32.0,6.0,461,164.0,14182,97358,1923,113627,403,60,3562,109602,113627,Financials,20.684570009313877,28.104625892579943,18.576606719643106,3500.0,3.133280813578744,2.3453932604046575,6.786421302105117,16.581818181818182,93796,0.113388543215961,No,False
384,CHOLAFIN,2024,19163,9231,5385.0,28.1,24,255,198,4605,26.0,3420,41.0,5.0,462,168.0,19425,134475,2618,156686,1563,13,4036,151075,156686,Financials,17.846892448990243,28.10102802275218,17.455213596692694,5187.0,3.3666952254848512,2.1827093677801463,6.863420609401317,21.211764705882352,130439,0.12230192869816066,No,False
386,CIPLA,2013,8279,34,6065.0,73.26,27,245,330,2095,26.0,1545,19.0,10.0,464,161.0,8858,967,1672,11658,3610,378,2532,5138,11658,Healthcare,18.661674115231307,73.25763981157145,17.130502272979268,5735.0,57.43040256358902,13.252702007205352,0.10721809513249805,24.86530612244898,-1565,0.7101561159718648,No,False
387,CIPLA,2014,10173,146,8026.0,78.9,21,251,373,1880,25.0,1404,17.0,12.0,465,161.0,9890,1248,2102,13400,6496,442,709,5753,13400,Healthcare,13.80123857269242,78.89511451882434,13.968759327430105,7653.0,67.73165766882025,10.477611940298507,0.1241667495771565,32.059760956175296,539,0.7591791044776119,No,False
388,CIPLA,2015,11345,168,9183.0,80.94,19,164,505,1654,24.0,1229,15.0,14.0,466,161.0,10641,1703,3166,15670,6830,581,640,7620,15670,Healthcare,10.832966064345527,80.94314676068753,11.377522680985003,8678.0,69.39624150339864,7.84301212507977,0.15765598963154973,56.109756097560975,1063,0.7239948947032546,No,False
389,CIPLA,2016,13790,207,11310.0,82.02,18,208,754,1727,19.0,1383,17.0,12.0,467,161.0,11356,5202,4331,21049,9368,2061,759,8862,21049,Healthcare,10.029006526468455,82.01595358955765,12.00833550403751,10556.0,63.13774747293498,6.570383391134971,0.45168012503256055,54.46153846153846,4443,0.6551380113069505,No,False
390,CIPLA,2017,14394,159,11898.0,82.66,17,208,1323,1222,15.0,1035,13.0,16.0,468,161.0,12383,4113,4213,20869,9492,1683,973,8721,20869,Healthcare,7.190496040016674,82.65944143393081,8.250956632653061,10575.0,63.486822356967046,4.959509320044084,0.3278858418367347,57.28365384615385,3140,0.6897311802194642,No,False
391,CIPLA,2018,15156,114,12329.0,81.35,19,280,1323,1669,15.0,1417,18.0,17.0,469,161.0,14068,4098,4346,22673,9950,981,1259,10483,22673,Healthcare,9.349432567959884,81.3473211929269,9.958535385480358,11006.0,60.05347301795165,6.249724341728047,0.2880033733923677,44.1,2839,0.668460283156177,No,False
392,CIPLA,2019,16362,168,13265.0,81.07,19,477,1326,2079,27.0,1492,19.0,16.0,470,161.0,14851,4316,4433,23762,9608,676,2554,10923,23762,Healthcare,9.118689646742451,81.07199608849774,9.938715694111377,11939.0,61.77048841059602,6.278932749768538,0.2875033306687983,27.849056603773583,1762,0.6885784024913728,No,False
393,CIPLA,2020,17132,197,13926.0,81.29,19,344,1175,2178,29.0,1500,19.0,21.0,471,161.0,15602,2816,4843,23423,9683,825,1471,11444,23423,Healthcare,8.755545178613122,81.28648143824422,9.515955084692001,12751.0,68.63125033640132,6.403961917773129,0.17864619678995114,40.53779069767442,1345,0.731417837168595,No,False
394,CIPLA,2021,19160,161,14907.0,77.8,22,266,1068,3290,27.0,2389,30.0,17.0,472,161.0,18165,2014,4514,24855,9516,969,2710,11661,24855,Healthcare,12.468684759916492,77.80271398747391,13.036123540325221,13839.0,68.03834808259587,9.611748139207403,0.10989850485648806,56.12406015037594,-696,0.7708710521021928,No,False
395,CIPLA,2022,21763,106,17211.0,79.08,21,99,1052,3493,27.0,2547,31.0,16.0,473,161.0,20680,1056,4960,26857,9683,766,2551,13857,26857,Healthcare,11.703349722005237,79.08376602490466,12.221102634230602,16159.0,73.79549710005936,9.483561082771716,0.05066935367784655,174.06060606060606,-1495,0.8103287783445656,No,False
396,CIPLA,2023,22753,110,17726.0,77.91,22,293,1172,4038,30.0,2833,35.0,24.0,474,161.0,23246,803,5089,29300,9160,1093,3662,15384,29300,Healthcare,12.45110534874522,77.90621017008746,12.103216986371597,16554.0,68.37670384138785,9.668941979522184,0.03430597684453369,60.57337883959045,-2859,0.7765529010238907,No,False
397,CIPLA,2024,25774,90,19483.0,75.59,24,552,1051,5702,27.0,4154,51.0,25.0,475,161.0,26545,559,5267,32533,9607,1153,5449,16323,32533,Healthcare,16.11701714906495,75.59168153953597,15.554557028383135,18432.0,67.603154227031,12.768573448498447,0.020931625851868495,35.33876811594203,-4890,0.7922417237881536,No,False
399,COALINDIA,2013,68303,46,50216.0,73.52,26,8752,1813,24979,31.0,17356,27.0,51.0,477,6316.0,42156,1305,61206,110983,13466,3496,2395,91626,110983,Materials,25.41030408620412,73.51946473800565,35.80623865324311,48403.0,97.23968901299797,15.638431111071066,0.026922759531275788,5.740630712979891,-1090,0.6154365983979528,No,False
400,COALINDIA,2014,70608,59,52842.0,74.84,25,7169,1996,22880,34.0,15112,24.0,121.0,478,6316.0,36088,178,62356,104938,14784,4316,3775,82063,104938,Materials,21.402673917969636,74.83854520734195,35.63814734459013,50846.0,119.40726128411066,14.400884331700622,0.0041977171964908975,7.374389733575115,-3597,0.6728544473879815,No,False
401,COALINDIA,2015,74120,9,56777.0,76.6,23,6570,2320,21584,36.0,13727,22.0,95.0,479,6316.0,34037,408,70505,111267,16115,5159,2813,87179,111267,Materials,18.519967620075555,76.60145709660011,34.01729735087849,54457.0,133.60074581094673,12.336991201344514,0.010110772433276337,8.645357686453577,-2405,0.6661453980065968,No,False
402,COALINDIA,2016,77861,388,59147.0,75.96,24,5939,2826,21440,33.0,14267,23.0,121.0,480,6316.0,28517,1199,77528,113560,22082,4553,2906,84018,113560,Materials,18.323679377351947,75.96486045645446,40.95828668216921,56321.0,156.30828152753108,12.563402606551602,0.034421382022794475,9.963125105236571,-1707,0.6856375484325467,No,False
403,COALINDIA,2017,78164,410,65716.0,84.07,16,5316,2907,14446,36.0,9280,15.0,133.0,481,6207.0,18311,3014,91054,118587,23811,8585,1483,84708,118587,Materials,11.872473261347935,84.0745100046057,37.84974304592544,62809.0,228.13090222286792,7.8254783407962085,0.12293009217717596,12.364936042136945,1531,0.6591278976616324,No,False
404,COALINDIA,2018,85244,430,75956.0,89.1,11,4975,3063,10770,35.0,7038,11.0,146.0,482,6207.0,13971,1538,103754,125471,27574,10273,1704,85920,125471,Materials,8.25629956360565,89.10421847871991,34.87957181088314,72893.0,335.6649475041444,5.60926429214719,0.07622162751511548,15.269748743718592,-166,0.6793920507527635,No,False
405,COALINDIA,2019,99586,264,74579.0,74.89,25,5834,3450,27127,36.0,17464,28.0,46.0,483,6163.0,20292,2210,104356,133021,32618,9658,3170,87576,133021,Materials,17.536601530335588,74.88904062820076,66.01398601398601,71129.0,248.13884528170243,13.128754106494464,0.08353808353808354,12.787795680493657,-960,0.7486487096022433,No,False
406,COALINDIA,2020,96080,503,74500.0,77.54,22,6444,3451,24071,31.0,16700,27.0,44.0,484,6163.0,25994,6434,111430,150020,36784,8328,1973,102936,150020,Materials,17.38134887593672,77.53955037468776,51.93270516528283,71049.0,184.10769350366664,11.131849086788428,0.20008085331343098,11.56455617628802,4461,0.64044794027463,No,False
407,COALINDIA,2021,90026,642,71398.0,79.31,21,3742,3718,18009,29.0,12702,21.0,78.0,485,6163.0,30355,5884,118649,161051,42405,10490,5950,102206,161051,Materials,14.109257325661476,79.3081998533757,34.78284681526918,67680.0,159.61511249469365,7.886942645497388,0.16112602004490936,19.085783003741316,-66,0.5589906302972351,No,False
408,COALINDIA,2022,109715,541,84995.0,77.47,23,3866,4429,23616,26.0,17378,28.0,60.0,486,6163.0,36980,3514,132780,179436,46677,12897,8921,110942,179436,Materials,15.839219796746114,77.46889668687052,40.27999907285075,80566.0,172.67719741946544,9.684790120154261,0.08145006142363767,21.99120538023797,-5407,0.6114436344992086,No,False
409,COALINDIA,2023,138252,684,94020.0,68.01,32,6560,6833,43275,27.0,31723,52.0,47.0,487,6163.0,54680,4331,156222,221396,64547,17622,7139,132087,221396,Materials,22.94578016954547,68.00624945751237,52.13911214108443,87187.0,133.77573879154264,14.328623823375308,0.07118320924346268,14.33719512195122,-2808,0.6244557263907207,No,False
