company_id,year,net_profit_margin,operating_profit_margin,roe,roce,roa,debt_to_equity,interest_coverage,asset_turnover,net_debt,debt_free,high_leverage_flag,revenue_cagr_3y,revenue_cagr_5y,revenue_cagr_10y,pat_cagr_3y,pat_cagr_5y,pat_cagr_10y,eps_cagr_3y,eps_cagr_5y,eps_cagr_10y,free_cash_flow,cashflow_quality,cashflow_status,broad_sector,pe_ratio,pb_ratio,dividend_yield_pct,roe_score,roce_score,npm_score,fcf_score,cash_quality_score,revenue_growth_score,pat_growth_score,debt_score,interest_score,composite_score
APOLLOHOSP,2024,4.905818773282963,12.56099480560365,13.480392156862743,13.913114353248025,5.5847568988173455,0.7688869665513264,5.565701559020044,1.1383944570541151,4347,No,0,21.75,14.66,15.9,89.68,36.13,11.49,84.69,29.95,10.6,383.0,1.04,Positive,Healthcare,47.72,7.68,3.22,0.08072832021485872,0.2242021325856206,0.42958783664319367,0.35838012184924145,34.234234234234236,37.98338584932684,29.030633655056654,53.66256274146526,0.06676446820383095,16.005687445011148
ZYDUSLIFE,2024,20.32536962193687,27.54386862434133,20.03530005042864,22.390229717941263,13.778872164805438,0.0405446293494705,70.08641975308642,0.6779149615037803,-416,No,0,10.71,8.22,10.47,22.06,15.91,16.87,21.86,16.12,16.86,1736.0,0.98,Positive,,,,,0.2529460342503722,0.39543182997503984,4.018315921422794,3.0522040377493727,28.82882882882883,19.535949584646232,12.060428031892574,97.55655343323312,1.782081527787047,15.936637922042747
POWERGRID,2024,33.97028990249329,86.87476823070044,17.870011245496066,12.689046909266978,6.208612241806171,1.4173456039290386,4.60298643565485,0.1827659481160471,119353,No,0,4.97,5.51,11.41,8.97,9.19,13.1,9.35,9.1,13.02,24176.0,0.96,Positive,Energy,64.39,5.1,3.09,0.19605719702075908,0.19947713015259083,7.194018580082686,47.73025922828813,27.027027027027025,11.773130908049266,6.420478388585817,14.582811449779328,0.04117018282002465,15.015200329585607
HAVELLS,2024,6.837009144701453,10.118343195266272,17.067275412917954,19.90967741935484,10.222794176787582,0.040687525177924,25.357142857142858,1.4952143489101584,283,No,0,21.14,13.04,8.73,6.78,10.03,11.04,5.57,9.0,11.07,335.0,0.91,Positive,Industrials,45.41,14.08,2.6,0.1749668426930202,0.3453270241333474,0.8790508068029569,0.2628120893561104,22.522522522522525,33.34288169578917,7.125472093999161,97.54794172985731,0.5929302928045237,14.988457851050352
HEROMOTOCO,2024,9.902352536452408,86.14676228532112,21.14243742584327,173.7066375307293,14.30810996826368,0.0342392225549466,47.26850507982584,1.4449202768324858,-12145,No,0,6.87,2.15,4.1,8.42,1.54,5.94,8.6,1.69,5.94,3095.0,1.08,Positive,Consumer Discretionary,53.86,12.6,1.91,0.2820339590562021,3.4518798792431804,1.592475213742187,5.757973957711146,37.837837837837846,2.148381552563735,0.0,97.93655258062573,1.1754553246280508,14.809022573554271
TITAN,2024,6.843630099444054,10.359408033826638,37.2192057915469,18.8916977649372,11.08187783307446,1.653145959757266,9.411954765751211,1.619298190002219,13183,No,0,33.14,20.9,16.68,53.11,20.27,16.88,52.48,19.51,17.16,1506.0,1.12,Positive,Consumer Discretionary,10.13,10.51,3.1,0.7044204123788514,0.3247647997591808,0.8805917600036075,2.5942738820531197,41.44144144144145,55.85792036665711,15.719681074276123,0.3721606401570199,0.16901912261016336,14.026513238241574
DABUR,2024,14.600128990648178,19.348597226701063,18.355969997972835,17.816757189920754,11.980682720296375,0.1383539428339752,23.241935483870968,0.8205874569992061,-5568,No,0,9.06,7.81,5.8,2.23,4.6,7.05,0.0,4.56,7.18,1042.0,0.94,Positive,Consumer Staples,50.95,13.59,3.42,0.20882483721128675,0.303052018765509,2.685830166987174,1.670449567952853,25.225225225225223,18.361501002578056,2.568191355434326,91.66201610323138,0.5366963978094871,13.41528971170181
NTPC,2024,11.950633329785267,28.82672926202094,13.273598407068633,8.86082631000827,4.450861504179203,1.475521125007778,4.604991464108609,0.3724372910920175,221246,No,0,16.97,12.22,8.59,12.53,8.74,6.46,11.87,8.45,5.76,8644.0,1.01,Positive,Energy,30.8,5.24,0.06,0.07529520849999682,0.12215070169779413,2.0691896706480426,16.806036714052482,31.53153153153153,30.993984531652817,6.042803189257239,11.076828548209761,0.04122348755078319,12.052608729375995
BOSCHLTD,2024,14.886112273569676,12.524660728164047,20.639920424403183,13.756919771957364,14.34745030250648,0.0032327586206896,71.7843137254902,0.9638144626908672,-5086,No,0,19.84,6.72,,72.87,9.28,,72.65,9.26,,1536.0,0.72,Positive,Consumer Discretionary,58.43,6.47,4.23,0.2688312824271468,0.2210471500546928,2.752389579078444,2.654003902361327,5.405405405405401,15.239186479518763,6.496013428451532,99.8051758499301,1.827220927622425,11.383125746627176
BRITANNIA,2024,12.725863199952292,18.88603971614288,54.14869322506978,47.735597735597736,23.522927689594358,0.5239786856127886,20.59756097560976,1.8484347442680773,-702,No,0,8.48,8.69,9.27,4.86,13.06,18.37,4.95,13.14,18.72,3050.0,0.78,Positive,Consumer Staples,63.91,4.26,1.88,1.1492104342884022,0.9073842464730105,2.2496157566303925,5.668378927248835,10.81081081081081,20.882268690919503,9.668485102811582,68.42210815681538,0.46639431759543615,11.195982743358577
MOTHERSON,2024,3.060025128683176,9.445547764763102,11.546549416937488,11.96258436964212,3.58763572429851,0.7616899254444657,5.224737713970182,1.1724203473591674,13401,No,0,19.82,9.21,12.49,24.39,7.56,10.66,25.99,5.92,7.18,925.0,0.96,Positive,Consumer Discretionary,9.54,2.38,2.18,0.029920287305501492,0.18480327525345855,0.0,1.437502488750846,27.027027027027025,22.371813234030363,5.052454888795635,54.09629676901948,0.05769976594252065,11.098707062069977
NHPC,2024,41.81893687707641,49.90656146179402,10.40773086662188,5.083984676480081,4.317394985905228,0.8413260296625498,11.24342105263158,0.1032401899310803,32082,No,0,-0.06,1.4,2.69,3.82,7.27,9.45,10.06,5.92,14.87,970.0,1.06,Positive,Energy,71.17,13.74,1.68,0.0,0.045862079663665,9.020703423348774,1.5270975192131564,36.03603603603604,0.0,4.809064204783886,49.2969788676238,0.21770961232988775,10.886744065113746
TATAPOWER,2024,6.965125551270159,17.469771680580646,13.227840276919272,8.076006740658958,3.0779409438060035,1.659321300531586,3.054392402331103,0.4419074604110633,37373,No,0,23.4,15.51,5.57,43.81,10.43,79.98,44.22,5.92,,3569.0,0.93,Positive,Energy,14.5,3.48,0.49,0.07409300082586649,0.10629809009778202,0.9088684682178025,6.701708278580814,24.32432432432433,40.418218275565735,7.461183382291231,0.0,0.0,9.568925338121304
